<SIZE>, <EXECUTION_TIME_1>, <EXECUTION_TIME_2>, <EXECUTION_TIME_3>, <EXECUTION_TIME_4>, <EXECUTION_TIME_5>, <AVG>
359, 20876, 18111, 15882, 14758, 13981, 16721
360, 20257, 17514, 15668, 14412, 13543, 16278
361, 20201, 18259, 16119, 14889, 13840, 16661
362, 21151, 18816, 16796, 15829, 14584, 17435
363, 21002, 18378, 16328, 15451, 14635, 17158
364, 21233, 18212, 16436, 15463, 14605, 17189
365, 21094, 18590, 16635, 15208, 15059, 17317
366, 21342, 33509, 30756, 29018, 26259, 28176
367, 32000, 30058, 27524, 27730, 25344, 28531
368, 36945, 18825, 15489, 13838, 12949, 19609
369, 20900, 18042, 16833, 15986, 15351, 17422
370, 21537, 18243, 15832, 14663, 13836, 16822
371, 21364, 18125, 16052, 14938, 14201, 16936
372, 21068, 17472, 15527, 14274, 13769, 16422
373, 22938, 18506, 16361, 17270, 14921, 17999
374, 22015, 18958, 16936, 16009, 14635, 17710
375, 22044, 18930, 16588, 15748, 15103, 17682
376, 21438, 19816, 16270, 15184, 14765, 17494
377, 21690, 18374, 16647, 15940, 15242, 17578
378, 22180, 19379, 17562, 16077, 15155, 18070
379, 22088, 18529, 17253, 16156, 15598, 17924
380, 22607, 20300, 39081, 58982, 29880, 34170
381, 32925, 29301, 23187, 24537, 22269, 26443
382, 22334, 19435, 17080, 15386, 14664, 17779
383, 24573, 20067, 24048, 18451, 16622, 20752
384, 22286, 20368, 16963, 16024, 14548, 18037
385, 24609, 30547, 28736, 27595, 26238, 27545
386, 32870, 29432, 28617, 25128, 30728, 29355
387, 36076, 33703, 31907, 31845, 34482, 33602
388, 66296, 33113, 35010, 33279, 34715, 40482
389, 34577, 37027, 30393, 28744, 27027, 31553
390, 35276, 31790, 29159, 28277, 26130, 30126
391, 34731, 31786, 28141, 27587, 27301, 29909
392, 35060, 33753, 31989, 29587, 27454, 31568
393, 34027, 32390, 31034, 31017, 30627, 31819
394, 33967, 35890, 35076, 36651, 32894, 34895
395, 32390, 36004, 33753, 61770, 33684, 39520
396, 35685, 31206, 32176, 31354, 30804, 32245
397, 34177, 32190, 35766, 34466, 34367, 34193
398, 35319, 35705, 35101, 34482, 30994, 34320
399, 34753, 32258, 30673, 30117, 27790, 31118
400, 35038, 33092, 32776, 30658, 30516, 32416
401, 36062, 34139, 33631, 33440, 32222, 33898
402, 35825, 35349, 34547, 34072, 33975, 34753
403, 35686, 33572, 33416, 31823, 31443, 33188
404, 35725, 34127, 33652, 33407, 33010, 33984
405, 35873, 34945, 34452, 33825, 26995, 33218
406, 24038, 21783, 20468, 18891, 16729, 20381
407, 24295, 21229, 19712, 21358, 16916, 20702
408, 23431, 21169, 18988, 17011, 15872, 19294
409, 23391, 21460, 18359, 16633, 15801, 19128
410, 23572, 21127, 18762, 17283, 16278, 19404
411, 23770, 35968, 35690, 34731, 31992, 32430
412, 25261, 20821, 17628, 15551, 14749, 18802
413, 24163, 36321, 34159, 30002, 32520, 31433
414, 36246, 34197, 31109, 29870, 31311, 32546
415, 35757, 34754, 34760, 43737, 26194, 35040
416, 24705, 35046, 34527, 21848, 18889, 27003
417, 38253, 34380, 24303, 20728, 18513, 27235
418, 23958, 21320, 18848, 17327, 16468, 19584
419, 24912, 21815, 19736, 18416, 17307, 20437
420, 24288, 21264, 19111, 17614, 16792, 19813
421, 24457, 21697, 19536, 20085, 17474, 20649
422, 24575, 21948, 20546, 19622, 18228, 20983
423, 25119, 23533, 29287, 24524, 24926, 25477
424, 24854, 21973, 28464, 18825, 17727, 22368
425, 24760, 34078, 32594, 30205, 29092, 30145
426, 38506, 35578, 32578, 29756, 29643, 33212
427, 38822, 59521, 36233, 29911, 90362, 50969
428, 39248, 35918, 35745, 36494, 31040, 35689
429, 25221, 22787, 27889, 19284, 19886, 23013
430, 25025, 43348, 38901, 36909, 2939718, 616780
431, 36966, 36877, 42396, 28861, 41497, 37319
432, 38875, 34758, 31387, 37964, 24148, 33426
433, 25465, 23946, 19542, 18595, 17809, 21071
434, 25405, 22453, 21722, 28904, 18892, 23475
435, 26058, 23872, 21360, 21473, 17841, 22120
436, 25588, 28273, 33025, 20700, 26905, 26898
437, 30035, 22168, 20058, 18758, 18031, 21810
438, 27674, 23579, 21575, 20174, 18861, 22372
439, 25782, 23646, 21927, 19943, 18523, 21964
440, 26344, 24118, 21236, 19585, 18482, 21953
441, 25783, 23145, 20527, 18960, 17924, 21267
442, 25455, 22099, 19608, 18476, 18019, 20731
443, 25973, 27907, 22926, 19328, 17553, 22737
444, 25926, 22284, 20004, 18709, 17966, 20977
445, 25966, 23176, 21036, 19631, 18404, 21642
446, 26696, 23807, 21633, 28222, 23052, 24682
447, 26215, 21976, 28641, 23376, 19463, 23934
448, 26881, 23296, 20154, 18493, 17659, 21296
449, 27061, 23817, 21478, 29082, 24275, 25142
450, 26745, 22783, 20290, 17946, 17101, 20973
451, 26541, 24033, 21401, 19772, 19022, 22153
452, 26820, 23984, 21859, 20073, 19169, 22381
453, 26599, 23121, 20920, 19857, 17981, 21695
454, 26911, 24549, 22654, 21285, 19814, 23042
455, 27137, 24556, 29566, 24276, 22476, 25602
456, 36311, 25278, 25016, 19929, 20891, 25485
457, 26600, 23609, 21690, 20276, 19670, 22369
458, 30021, 24732, 21381, 20450, 19746, 23266
459, 27764, 25014, 23052, 20722, 19374, 23185
460, 27213, 24904, 22932, 21603, 20077, 23345
461, 29911, 24333, 21020, 19102, 18440, 22561
462, 27524, 24809, 22654, 24862, 21350, 24239
463, 27445, 24638, 23251, 20565, 19399, 23059
464, 27664, 24965, 22020, 20565, 19611, 22965
465, 27428, 23873, 21751, 20545, 19733, 22666
466, 28433, 25119, 22772, 21434, 19658, 23483
467, 27865, 25412, 23385, 21458, 20443, 23712
468, 27513, 24219, 21448, 19540, 18785, 22301
469, 27692, 24315, 49581, 42548, 30416, 34910
470, 28966, 24476, 23355, 20652, 19152, 23320
471, 28562, 25798, 23504, 21966, 21090, 24184
472, 27656, 24665, 22205, 20848, 20142, 23103
473, 28027, 25666, 23672, 22038, 19990, 23878
474, 50830, 25997, 23874, 21720, 20664, 28617
475, 27938, 25688, 22771, 21242, 20248, 23577
476, 27941, 25246, 23238, 22490, 20482, 23879
477, 27878, 25505, 23859, 22377, 21719, 24267
478, 28326, 26058, 23412, 21517, 20463, 23955
479, 28027, 24991, 22654, 21582, 20543, 23559
480, 28383, 25580, 24191, 22409, 21418, 24396
481, 28374, 26035, 23378, 21751, 20805, 24068
482, 29311, 26289, 23918, 22533, 21584, 24727
483, 28949, 25882, 24078, 23026, 21610, 24709
484, 38964, 26698, 23886, 21955, 20956, 26491
485, 28893, 25891, 23801, 22453, 22018, 24611
486, 28697, 25702, 23572, 22334, 21098, 24280
487, 29428, 26851, 23921, 22625, 21306, 24826
488, 28748, 25742, 23496, 22498, 21011, 24299
489, 28609, 26335, 24655, 23048, 21850, 24899
490, 28920, 26977, 33500, 23035, 21932, 26872
491, 29248, 26134, 23970, 22917, 54102, 31274
492, 29594, 26042, 23598, 21513, 20697, 24288
493, 29247, 26125, 23985, 23002, 31817, 26835
494, 29964, 24822, 22365, 21390, 20157, 23739
495, 32092, 26725, 22816, 21015, 20247, 24579
496, 29625, 27640, 25495, 24386, 32302, 27889
497, 30245, 25315, 23121, 21662, 20968, 24262
498, 30374, 31921, 27272, 23365, 21588, 26904
499, 30702, 26986, 25069, 23730, 21865, 25670
500, 29382, 30375, 25264, 23225, 21748, 25998
501, 30828, 28149, 25406, 23530, 22814, 26145
502, 29763, 26867, 24625, 23451, 22283, 25397
503, 30651, 28462, 25989, 23917, 22735, 26350
504, 29823, 26657, 24322, 23101, 21741, 25128
505, 30372, 27707, 25738, 23788, 22866, 26094
506, 30145, 27915, 24722, 23137, 22182, 25620
507, 30808, 28164, 25674, 24835, 23168, 26529
508, 30046, 27948, 25257, 23810, 23039, 26020
509, 30504, 27384, 25201, 24252, 33469, 28162
510, 30673, 32350, 27131, 23542, 22097, 27158
511, 31350, 28631, 27105, 25088, 23326, 27100
512, 31197, 28404, 26001, 23711, 22731, 26408
513, 32240, 29094, 26808, 25703, 24539, 27676
514, 32461, 29670, 27696, 25837, 24659, 28064
515, 31923, 29588, 26784, 25429, 24890, 27722
516, 32267, 29425, 27088, 25887, 24371, 27807
517, 32602, 30552, 28622, 26831, 25700, 28861
518, 35352, 30420, 27355, 25446, 25335, 28781
519, 33472, 29942, 28029, 26266, 27576, 29057
520, 33793, 30986, 28628, 27056, 28563, 29805
521, 32594, 35315, 29479, 26110, 24693, 29638
