<SIZE>, <EXECUTION_TIME_1>, <EXECUTION_TIME_2>, <EXECUTION_TIME_3>, <EXECUTION_TIME_4>, <EXECUTION_TIME_5>, <AVG>
382, 222642, 217465, 216475, 215443, 216295, 217664
383, 216567, 216065, 215412, 216906, 385994, 250188
384, 221436, 219149, 218387, 221437, 217460, 219573
385, 219832, 219201, 220771, 217653, 218553, 219202
386, 220777, 222563, 220445, 219548, 219639, 220594
387, 221686, 225257, 221543, 221399, 221256, 222228
388, 231431, 224213, 223712, 223714, 225237, 225661
389, 226816, 299318, 226879, 230540, 225071, 241724
390, 228265, 227708, 231469, 227792, 227566, 228560
391, 229632, 230038, 938892, 249583, 236186, 376866
392, 235752, 237818, 234230, 232754, 232731, 234657
393, 237449, 235530, 234029, 233972, 235538, 235303
394, 236222, 235571, 234554, 235776, 233691, 235162
395, 237035, 236170, 237817, 235743, 235432, 236439
396, 238547, 238199, 237784, 237767, 238763, 238212
397, 240243, 239716, 239576, 241823, 302920, 252855
398, 242750, 339405, 280324, 252276, 248909, 272732
399, 249573, 254213, 247016, 245150, 244983, 248187
400, 249530, 246526, 246478, 246228, 247300, 247212
401, 249149, 248679, 250160, 248293, 247960, 248848
402, 250196, 285353, 334197, 283739, 277617, 286220
403, 281820, 277710, 275970, 274698, 274586, 276956
404, 275920, 282066, 325789, 254165, 253525, 278293
405, 262255, 257990, 256827, 256137, 255420, 257725
406, 260324, 258278, 257896, 259232, 256887, 258523
407, 305319, 266478, 267603, 262590, 261188, 272635
408, 269055, 263863, 262968, 261415, 263538, 264167
409, 264687, 263676, 263544, 265022, 262850, 263955
410, 265508, 266442, 264774, 265366, 264658, 265349
411, 269130, 349461, 276749, 280896, 271583, 289563
412, 273226, 272841, 272714, 270251, 271311, 272068
413, 275871, 272445, 329186, 280636, 281609, 287949
414, 278061, 276629, 278543, 274962, 274709, 276580
415, 277714, 280202, 277308, 276382, 278351, 277991
416, 278837, 278147, 278212, 284924, 278264, 279676
417, 279843, 282496, 279667, 328160, 390688, 312170
418, 312765, 308545, 307744, 311513, 308402, 309793
419, 324128, 312943, 354722, 293195, 288374, 314672
420, 292981, 288231, 287239, 291365, 286130, 289189
421, 289203, 290921, 287615, 288524, 287990, 288850
422, 292598, 290415, 289960, 342641, 299571, 303037
423, 298475, 299962, 295157, 322868, 300033, 303299
424, 302891, 298386, 296467, 297206, 294893, 297968
425, 297069, 307574, 297081, 296182, 295554, 298692
426, 300255, 298393, 298358, 299254, 296974, 298646
427, 299599, 1063710, 310436, 307121, 309458, 458064
428, 305465, 304351, 307115, 303480, 301634, 304409
429, 304795, 307823, 304348, 303382, 305379, 305145
430, 306825, 307349, 308717, 306000, 345023, 314782
431, 343304, 336210, 353756, 321159, 674576, 405801
432, 320665, 321397, 314096, 313715, 322713, 318517
433, 314045, 314465, 313937, 312099, 310433, 312995
