<SIZE>, <EXECUTION_TIME_1>, <EXECUTION_TIME_2>, <EXECUTION_TIME_3>, <EXECUTION_TIME_4>, <EXECUTION_TIME_5>, <AVG>
558, 43, 41, 41, 41, 41, 41
559, 41, 41, 41, 41, 42, 41
560, 41, 41, 69, 59, 104, 62
561, 85, 84, 104, 43, 101, 83
562, 42, 50, 56, 42, 44, 46
563, 61, 54, 44, 48, 56, 52
564, 45, 84, 51, 61, 85, 65
565, 46, 60, 52, 46, 55, 51
566, 45, 88, 47, 89, 45, 62
567, 50, 88, 44, 86, 47, 63
568, 156, 44, 48, 41, 57, 69
569, 55, 101, 83, 48, 45, 66
570, 59, 43, 86, 43, 40, 54
571, 85, 45, 69, 60, 48, 61
572, 50, 45, 52, 41, 41, 45
573, 86, 42, 43, 44, 42, 51
574, 60, 45, 64, 52, 90, 62
575, 90, 64, 45, 45, 55, 59
576, 47, 45, 46, 43, 46, 45
577, 48, 41, 46, 72, 88, 59
578, 49, 43, 42, 143, 46, 64
579, 157, 60, 65, 45, 46, 74
580, 47, 46, 46, 59, 88, 57
581, 101, 51, 41, 42, 41, 55
582, 41, 41, 41, 43, 42, 41
583, 41, 54, 41, 41, 41, 43
584, 41, 41, 40, 41, 41, 40
585, 41, 41, 41, 85, 42, 50
586, 41, 41, 55, 85, 41, 52
587, 41, 41, 41, 41, 41, 41
588, 43, 41, 41, 41, 41, 41
589, 41, 41, 41, 41, 41, 41
590, 41, 41, 40, 41, 41, 40
591, 41, 41, 41, 41, 41, 41
592, 98, 41, 41, 41, 54, 55
593, 41, 41, 41, 41, 41, 41
594, 41, 41, 41, 41, 41, 41
595, 84, 41, 41, 40, 87, 58
596, 41, 41, 41, 41, 41, 41
597, 41, 41, 41, 40, 42, 41
598, 41, 41, 42, 41, 42, 41
599, 84, 41, 41, 41, 41, 49
600, 41, 41, 41, 42, 41, 41
601, 86, 41, 41, 54, 55, 55
602, 40, 41, 41, 41, 41, 40
603, 41, 41, 41, 42, 54, 43
604, 41, 41, 41, 41, 41, 41
605, 41, 41, 41, 41, 41, 41
606, 41, 41, 41, 41, 54, 43
607, 41, 41, 41, 41, 41, 41
608, 41, 41, 41, 41, 41, 41
609, 43, 41, 42, 41, 41, 41
610, 46, 41, 41, 41, 41, 42
611, 41, 41, 41, 41, 41, 41
612, 41, 41, 42, 54, 41, 43
613, 43, 41, 41, 41, 41, 41
614, 41, 41, 41, 41, 55, 43
615, 42, 112, 41, 41, 41, 55
616, 41, 41, 41, 41, 42, 41
617, 41, 41, 41, 41, 41, 41
618, 41, 41, 41, 41, 41, 41
619, 41, 41, 42, 41, 41, 41
620, 41, 41, 41, 41, 41, 41
621, 42, 41, 41, 41, 41, 41
622, 41, 41, 41, 41, 41, 41
623, 43, 41, 41, 41, 41, 41
624, 41, 41, 41, 41, 41, 41
625, 43, 41, 42, 41, 41, 41
626, 41, 41, 41, 41, 41, 41
627, 41, 41, 54, 41, 41, 43
628, 41, 41, 40, 41, 42, 41
629, 41, 41, 41, 54, 42, 43
630, 56, 41, 41, 41, 41, 44
631, 41, 41, 41, 41, 41, 41
632, 41, 41, 91, 42, 42, 51
633, 42, 41, 40, 41, 41, 41
634, 41, 41, 41, 41, 41, 41
635, 41, 41, 41, 41, 41, 41
636, 41, 41, 42, 41, 41, 41
637, 41, 41, 41, 40, 41, 40
638, 41, 41, 42, 41, 41, 41
639, 41, 41, 42, 41, 41, 41
640, 41, 41, 98, 46, 45, 54
641, 45, 41, 46, 88, 42, 52
642, 41, 66, 41, 41, 41, 46
643, 41, 41, 41, 41, 41, 41
644, 41, 41, 40, 41, 41, 40
645, 41, 41, 41, 40, 41, 40
646, 41, 41, 41, 42, 41, 41
647, 41, 41, 41, 41, 41, 41
648, 41, 41, 41, 41, 41, 41
649, 41, 41, 41, 41, 42, 41
650, 42, 41, 41, 41, 41, 41
651, 41, 41, 41, 41, 41, 41
652, 43, 41, 41, 41, 41, 41
653, 41, 41, 41, 41, 41, 41
654, 42, 41, 41, 41, 41, 41
655, 41, 41, 42, 41, 41, 41
656, 54, 41, 40, 41, 41, 43
657, 41, 41, 41, 41, 41, 41
658, 41, 41, 41, 41, 41, 41
659, 41, 41, 41, 41, 41, 41
660, 41, 41, 41, 42, 41, 41
661, 45, 87, 59, 49, 76, 63
662, 84, 48, 46, 44, 43, 53
