<SIZE>, <EXECUTION_TIME_1>, <EXECUTION_TIME_2>, <EXECUTION_TIME_3>, <EXECUTION_TIME_4>, <EXECUTION_TIME_5>, <AVG>
497, 308777, 82114, 80944, 87150, 83428, 128482
498, 302743, 90600, 99229, 76584, 81702, 130171
499, 330032, 85549, 84294, 84764, 83895, 133706
500, 308828, 93326, 88439, 85990, 86844, 132685
501, 298089, 84557, 108040, 99258, 84307, 134850
502, 310504, 84626, 87611, 75143, 84438, 128464
503, 314547, 90364, 80989, 78544, 77078, 128304
504, 323954, 93581, 92831, 76879, 77212, 132891
505, 307534, 89286, 90256, 81454, 77896, 129285
506, 303319, 94150, 87727, 78624, 76572, 128078
507, 311026, 87268, 87462, 84483, 97551, 133558
508, 342489, 87763, 85933, 93647, 76057, 137177
509, 319871, 92734, 85479, 88249, 109436, 139153
510, 306336, 80557, 80155, 87158, 91489, 129139
511, 336305, 96377, 97527, 100141, 97838, 145637
512, 319250, 90817, 91138, 88154, 101643, 138200
513, 311707, 91678, 90727, 91275, 77121, 132501
514, 309225, 98865, 89883, 108295, 88542, 138962
515, 341940, 79886, 78262, 90103, 108730, 139784
516, 323973, 101199, 86454, 94009, 94811, 140089
517, 340393, 95758, 99067, 101549, 98937, 147140
518, 291835, 99780, 102269, 67178, 98023, 131817
519, 311118, 100221, 99291, 98863, 98555, 141609
520, 295773, 100293, 99414, 99350, 98774, 138720
521, 295021, 100617, 99971, 99334, 98986, 138785
522, 287624, 101118, 100172, 99642, 99391, 137589
