<SIZE>, <EXECUTION_TIME_1>, <EXECUTION_TIME_2>, <EXECUTION_TIME_3>, <EXECUTION_TIME_4>, <EXECUTION_TIME_5>, <AVG>
1893, 51153, 51603, 51401, 53460, 51038, 51731
1894, 51971, 52130, 51258, 52039, 51581, 51795
1895, 51472, 52374, 52162, 51214, 51484, 51741
1896, 51305, 51540, 51199, 51456, 51084, 51316
1897, 51291, 51773, 51893, 52560, 64194, 54342
1898, 51516, 51236, 51875, 56784, 50955, 52473
1899, 51256, 65682, 52542, 52153, 51820, 54690
1900, 51911, 52633, 52746, 51771, 52432, 52298
1901, 56434, 51763, 82907, 97225, 52198, 68105
1902, 51563, 51573, 51594, 51684, 51516, 51586
1903, 51639, 51952, 51517, 51760, 57561, 52885
1904, 51405, 51849, 52143, 51517, 51253, 51633
1905, 51602, 51836, 51972, 51057, 57172, 52727
1906, 51393, 51899, 51570, 51484, 52079, 51685
1907, 51775, 52167, 66511, 63784, 93189, 65485
1908, 70590, 82505, 65930, 52048, 51414, 64497
1909, 51635, 51617, 51438, 51790, 51698, 51635
1910, 52015, 51923, 51458, 52078, 51407, 51776
1911, 51523, 52180, 51958, 52268, 51753, 51936
1912, 52142, 53133, 51526, 51280, 57483, 53112
1913, 51957, 60525, 56639, 56207, 51721, 55409
1914, 51974, 52379, 52204, 52741, 51979, 52255
1915, 51499, 74899, 83442, 88060, 70326, 73645
1916, 52506, 52211, 51738, 51617, 51784, 51971
1917, 52046, 51700, 51628, 51919, 52106, 51879
1918, 52385, 52348, 51841, 52120, 52058, 52150
1919, 51804, 51969, 51886, 52028, 51999, 51937
1920, 58573, 51937, 52272, 51730, 52036, 53309
1921, 51834, 52529, 52292, 52235, 52030, 52184
1922, 52189, 53403, 53027, 52645, 52721, 52797
1923, 52763, 52243, 52100, 51767, 51747, 52124
1924, 52381, 51956, 52074, 51988, 52629, 52205
1925, 52372, 52193, 52491, 68635, 52336, 55605
1926, 54010, 52691, 51902, 51579, 51914, 52419
1927, 57255, 51911, 52587, 51756, 52456, 53193
1928, 51587, 52499, 51768, 52187, 51915, 51991
1929, 52206, 52053, 52262, 52209, 52420, 52230
1930, 52975, 52513, 52900, 53018, 52581, 52797
1931, 52536, 52397, 52448, 53039, 52700, 52624
1932, 52145, 53115, 52241, 52067, 71777, 56269
1933, 70779, 67637, 52838, 52370, 52115, 59147
1934, 57609, 52557, 52475, 52512, 54479, 53926
1935, 52549, 52142, 52330, 61731, 66989, 57148
1936, 81521, 80447, 91709, 100676, 52321, 81334
1937, 52103, 52441, 52065, 52382, 53714, 52541
1938, 52625, 53154, 52717, 52920, 53557, 52994
