<ITERATION>, <X>, <F>
827, 0.8270000000000001, 0.5656092830000001
828, 0.8280000000000001, 0.5676635520000001
829, 0.8290000000000001, 0.5697227890000002
830, 0.8300000000000001, 0.5717870000000002
831, 0.8310000000000001, 0.5738561910000001
832, 0.8320000000000001, 0.5759303680000002
833, 0.833, 0.5780095369999999
834, 0.834, 0.5800937039999999
835, 0.835, 0.582182875
836, 0.836, 0.5842770559999999
837, 0.837, 0.586376253
838, 0.838, 0.588480472
839, 0.839, 0.5905897189999999
840, 0.84, 0.5927039999999999
841, 0.841, 0.5948233209999999
842, 0.842, 0.5969476879999999
843, 0.843, 0.5990771069999999
844, 0.844, 0.601211584
845, 0.845, 0.6033511249999999
846, 0.846, 0.605495736
847, 0.847, 0.6076454229999999
848, 0.848, 0.6098001919999999
849, 0.849, 0.6119600489999999
850, 0.85, 0.6141249999999999
851, 0.851, 0.6162950509999999
852, 0.852, 0.618470208
853, 0.853, 0.620650477
854, 0.854, 0.6228358639999999
855, 0.855, 0.6250263749999999
856, 0.856, 0.6272220159999999
857, 0.857, 0.629422793
858, 0.858, 0.6316287119999999
859, 0.859, 0.633839779
860, 0.86, 0.636056
861, 0.861, 0.638277381
862, 0.862, 0.6405039279999999
863, 0.863, 0.642735647
864, 0.864, 0.6449725439999999
865, 0.865, 0.647214625
866, 0.866, 0.6494618959999999
867, 0.867, 0.651714363
868, 0.868, 0.653972032
869, 0.869, 0.6562349089999999
870, 0.87, 0.6585030000000001
871, 0.871, 0.660776311
872, 0.872, 0.6630548479999999
873, 0.873, 0.665338617
874, 0.874, 0.667627624
875, 0.875, 0.669921875
876, 0.876, 0.672221376
877, 0.877, 0.674526133
878, 0.878, 0.676836152
879, 0.879, 0.679151439
880, 0.88, 0.681472
881, 0.881, 0.683797841
882, 0.882, 0.686128968
883, 0.883, 0.6884653869999999
884, 0.884, 0.690807104
885, 0.885, 0.6931541250000001
886, 0.886, 0.695506456
887, 0.887, 0.697864103
888, 0.888, 0.700227072
889, 0.889, 0.7025953690000001
890, 0.89, 0.7049690000000001
891, 0.891, 0.707347971
892, 0.892, 0.7097322880000001
893, 0.893, 0.712121957
894, 0.894, 0.7145169840000001
895, 0.895, 0.716917375
896, 0.896, 0.7193231360000001
897, 0.897, 0.721734273
898, 0.898, 0.724150792
899, 0.899, 0.7265726990000001
900, 0.9, 0.7290000000000001
901, 0.901, 0.731432701
902, 0.902, 0.733870808
903, 0.903, 0.7363143270000001
904, 0.904, 0.738763264
905, 0.905, 0.741217625
906, 0.906, 0.743677416
907, 0.907, 0.7461426430000001
908, 0.908, 0.7486133120000001
909, 0.909, 0.7510894290000001
910, 0.91, 0.7535710000000001
911, 0.911, 0.756058031
912, 0.912, 0.7585505280000001
913, 0.913, 0.7610484970000001
914, 0.914, 0.763551944
915, 0.915, 0.7660608750000001
916, 0.916, 0.7685752960000001
917, 0.917, 0.7710952130000002
918, 0.918, 0.7736206320000001
919, 0.919, 0.7761515590000001
920, 0.92, 0.778688
921, 0.921, 0.7812299610000001
922, 0.922, 0.783777448
923, 0.923, 0.7863304670000001
924, 0.924, 0.7888890240000002
925, 0.925, 0.7914531250000001
926, 0.926, 0.7940227760000002
927, 0.927, 0.7965979830000002
928, 0.928, 0.7991787520000001
929, 0.929, 0.8017650890000001
930, 0.93, 0.8043570000000001
931, 0.931, 0.8069544910000002
932, 0.932, 0.8095575680000001
933, 0.933, 0.8121662370000001
934, 0.934, 0.8147805040000001
935, 0.935, 0.8174003750000002
936, 0.936, 0.8200258560000001
937, 0.937, 0.8226569530000002
938, 0.9380000000000001, 0.8252936720000001
939, 0.9390000000000001, 0.8279360190000001
940, 0.9400000000000001, 0.8305840000000002
941, 0.9410000000000001, 0.8332376210000001
942, 0.9420000000000001, 0.8358968880000002
943, 0.9430000000000001, 0.8385618070000002
944, 0.9440000000000001, 0.8412323840000002
945, 0.9450000000000001, 0.8439086250000001
946, 0.9460000000000001, 0.8465905360000002
947, 0.9470000000000001, 0.8492781230000002
948, 0.9480000000000001, 0.8519713920000003
949, 0.9490000000000001, 0.8546703490000002
950, 0.9500000000000001, 0.8573750000000001
951, 0.9510000000000001, 0.8600853510000002
952, 0.9520000000000001, 0.8628014080000002
953, 0.9530000000000001, 0.8655231770000003
954, 0.9540000000000001, 0.8682506640000002
955, 0.9550000000000001, 0.8709838750000002
956, 0.9560000000000001, 0.8737228160000002
957, 0.9570000000000001, 0.8764674930000002
958, 0.9580000000000001, 0.8792179120000002
959, 0.9590000000000001, 0.8819740790000002
960, 0.96, 0.884736
961, 0.961, 0.8875036809999999
962, 0.962, 0.8902771279999999
963, 0.963, 0.8930563469999998
964, 0.964, 0.8958413439999999
965, 0.965, 0.8986321249999999
966, 0.966, 0.901428696
967, 0.967, 0.9042310629999999
968, 0.968, 0.9070392319999999
969, 0.969, 0.9098532089999999
970, 0.97, 0.912673
971, 0.971, 0.915498611
972, 0.972, 0.918330048
973, 0.973, 0.9211673169999999
974, 0.974, 0.924010424
975, 0.975, 0.9268593749999999
976, 0.976, 0.929714176
977, 0.977, 0.932574833
978, 0.978, 0.935441352
979, 0.979, 0.9383137389999999
980, 0.98, 0.9411919999999999
981, 0.981, 0.944076141
982, 0.982, 0.946966168
983, 0.983, 0.949862087
984, 0.984, 0.952763904
985, 0.985, 0.955671625
986, 0.986, 0.9585852559999999
987, 0.987, 0.961504803
988, 0.988, 0.964430272
989, 0.989, 0.967361669
990, 0.99, 0.9702989999999999
991, 0.991, 0.9732422709999999
992, 0.992, 0.9761914879999999
993, 0.993, 0.9791466569999999
994, 0.994, 0.982107784
995, 0.995, 0.985074875
996, 0.996, 0.988047936
997, 0.997, 0.991026973
998, 0.998, 0.994011992
999, 0.999, 0.997002999
1000, 1.0, 1.0
