<ITERATION>, <INVOKE>, <BEGIN_INTERVAL>, <END_INTERVAL>, <DIFFERENCE>, <X1>, <X2>, <F1>, <F2>
1, 2, 0.01, 0.06562305898749055, 0.04437694101250946, 0.06562305898749055, -0.022932793416282148, 0.029685686928938682
2, 4, 0.03124611797498108, 0.06562305898749055, 0.03124611797498108, 0.04437694101250947, 0.01733343792540297, -0.022932793416282016
3, 6, 0.03124611797498108, 0.05249223594996215, 0.04437694101250947, 0.05249223594996215, -0.022932793416282016, 0.010473887925395825
4, 8, 0.03936141291243376, 0.05249223594996215, 0.03936141291243376, 0.04437694101250947, 0.01060703140386672, -0.022932793416282016
5, 10, 0.03936141291243376, 0.04747670784988644, 0.04437694101250947, 0.04747670784988644, -0.022932793416282016, 0.038006798338970534
6, 12, 0.03936141291243376, 0.04437694101250947, 0.04246117974981073, 0.04437694101250947, -0.04245860091255783, -0.022932793416282016
7, 14, 0.0412771741751325, 0.04437694101250947, 0.0412771741751325, 0.04246117974981073, -0.032493930311120106, -0.04245860091255783
8, 16, 0.0412771741751325, 0.04319293543783123, 0.042461179749810736, 0.04319293543783123, -0.042458600912557834, -0.039612956564414444
9, 18, 0.042008929863153, 0.04319293543783123, 0.042008929863153, 0.04246117974981073, -0.04077959870007584, -0.04245860091255783
10, 20, 0.042008929863153, 0.042740685551173496, 0.042461179749810736, 0.042740685551173496, -0.042458600912557834, -0.04215995610791431
